number,position,name,club,age,height,weight,country,active,twitter
,GK,Michalis Sifakis,Greece,30,6' 1",179,Greece,Inactive,No Twitter
5,M,Francisco Silva,Chile,29,5' 10",176,Chile,Inactive,No Twitter
3,D,Thiago Silva,Brazil,30,6',174,Brazil,Inactive,No Twitter
23,GK,Martín Silva,Uruguay,31,6' 1",176,Uruguay,Inactive,No Twitter
21,M,David Silva,Spain,29,5' 7",148,Spain,Inactive,No Twitter
15,M,Rafa Silva,Portugal,21,5' 7",,Portugal,Inactive,No Twitter
27,D,Mikaël Silvestre,,37,6' 1",190,France,Inactive,IamMSilvestre
,D,Aaron Simmons,,21,6' 1",165,,Inactive,No Twitter
19,M,Clyde Simms,,32,5' 9",167,USA,Inactive,ClydeSimms19
,D,Clément Simonin,,23,6' 1",179,France,Inactive,CJSimonin
,F,Florent Sinama-Pongolle,,30,5' 9",152,Réunion,Inactive,No Twitter
20,D,Shawn Singh,,25,5' 9",145,USA,Inactive,No Twitter
21,F,Giovanni Sio,Ivory Coast,25,5' 11",170,France,Inactive,No Twitter
,D,Dimitrios Siovas,Greece,26,6' 3",,Greece,Inactive,No Twitter
24,M,Ben Sippola,,25,5' 8",150,USA,Inactive,No Twitter
12,GK,Salvatore Sirigu,Italy,28,6' 3",176,Italy,Inactive,No Twitter
18,M,Moussa Sissoko,France,25,6' 1",183,Mali,Inactive,No Twitter
28,M,Christian Sivebaek,,26,6' 3",194,Denmark,Inactive,sivebaek28
13,F,Islam Slimani,Algeria,26,6' 2",174,France,Inactive,No Twitter
32,M,Shawn Sloan,,24,5' 11",165,USA,Inactive,No Twitter
,D,Patrick Slogic,,23,6' 6",185,USA,Inactive,No Twitter
12,D,Chris Smalling,England,25,6' 3",179,England,Inactive,No Twitter
20,M,Jamie Smith,,34,5' 8",164,Scotland,Inactive,No Twitter
22,M,Ryan Smith,CD Chivas USA,28,5' 9",150,England,Inactive,No Twitter
,M,Rick Smith,,2015,,,,Inactive,No Twitter
14,D,Steven Smith,,29,5' 10",160,Scotland,Inactive,No Twitter
,F,Yannick Smith,,24,5' 9",165,,Inactive,No Twitter
,M,Ryan Smith,,25,5' 11",160,USA,Inactive,No Twitter
,D,Will Smith,,22,5' 11",175,USA,Inactive,No Twitter
10,M,Wesley Sneijder,Netherlands,30,5' 7",168,Netherlands,Inactive,No Twitter
,D,A.J. Soares,,26,6',170,USA,Inactive,AjSoares
19,F,Babayele Sodade,,24,6' 3",195,Canada,Inactive,Babs0307
,GK,Luis Soffner,,23,6' 4",210,USA,Inactive,louie_soffner
,D,Joe Sofia,,23,6' 2",180,USA,Inactive,No Twitter
8,D,Jan Gunnar Solli,,33,6',177,Norway,Inactive,JanGunnarSolli
12,GK,Yann Sommer,Switzerland,26,6',174,Switzerland,Inactive,No Twitter
6,M,Alex Song,Cameroon,27,5' 11",168,Cameroon,Inactive,No Twitter
8,M,Franck Songo'o,,27,5' 10",175,Cameroon,Inactive,franckck
2,D,Yann Songo'o,,23,6' 1",182,France,Inactive,ysongoo2
18,F,Nick Soolsma,,27,5' 10",175,Netherlands,Inactive,No Twitter
,D,Gege Soriola,,26,6' 2",175,Nigeria,Inactive,soriola1
,D/M,Kyle Soroka,,23,6' 1",160,United States,Inactive,No Twitter
13,M,Josue Soto,,26,5' 8",160,USA,Inactive,No Twitter
15,F,El Arabi Soudani,Algeria,27,6',165,France,Inactive,No Twitter
23,M,Andrew Sousa,,25,6',165,USA,Inactive,AndrewSousa10
4,D,Emir Spahić,Bosnia-Herzegovina,34,6' 1",170,Croatia,Inactive,No Twitter
,M,Brian Span,,22,6' 3",187,USA,Inactive,CobiFresh
,GK,Trevor Spangenberg,,23,6' 2",190,United States,Inactive,T_Spangenberg
,F,Luke Spencer,,24,6' 2",198,USA,Inactive,No Twitter
6,D,Matthew Spiranovic,Australia,26,6' 4",194,Australia,Inactive,No Twitter
11,D,Darijo Srna,Croatia,32,6',172,Croatia,Inactive,No Twitter
,M,Ivan Stanisavljevic,,25,5' 7",155,Serbia,Inactive,No Twitter
22,M,Jonny Steele,,29,6',180,Northern Ireland,Inactive,jonnysteele22
32,D,Daniel Steres,,24,6',170,USA,Inactive,No Twitter
19,M,Raheem Sterling,England,20,5' 7",,Jamaica,Inactive,No Twitter
,M,Alen Stevanovic,,24,5' 10",165,Switzerland,Inactive,No Twitter
,M,Eric Stevenson,,24,5' 8",145,USA,Inactive,eric_stevenson
25,D,Jack Stewart,,31,6' 2",190,USA,Inactive,No Twitter
15,M,Matt Stinson,,22,5' 10",165,Canada,Inactive,No Twitter
14,M,Valentin Stocker,Switzerland,25,5' 11",161,Switzerland,Inactive,No Twitter
88,M,Milos Stojcev,,28,5' 9",165,Serbia,Inactive,No Twitter
9,F,Ilija Stolica,,35,6' 1",185,Serbia,Inactive,No Twitter
,F/M,Kevin Stoll,,25,5' 7",150,,Inactive,No Twitter
,D,Andrew Stone,,24,6' 2",205,USA,Inactive,No Twitter
11,F,Christian Stuani,Uruguay,28,6' 1",168,Uruguay,Inactive,No Twitter
9,F,Daniel Sturridge,England,25,6' 2",168,England,Inactive,No Twitter
9,F,Luis Suárez,Uruguay,28,5' 11",179,Uruguay,Inactive,No Twitter
23,GK,Danijel Subasic,Croatia,30,6' 3",187,Croatia,Inactive,No Twitter
,F,Alejandro Sucre,,25,6' 5",205,Venezuela,Inactive,No Twitter
32,D,Josh Suggs,,25,6',170,USA,Inactive,No Twitter
3,D,Yun Suk-Young,South Korea,25,6',163,South Korea,Inactive,No Twitter
15,D,Rashid Sumaila,Ghana,22,6' 5",,Ghana,Inactive,No Twitter
,M,Alec Sundly,,22,6',157,USA,Inactive,A_Sundly
1,GK,Jung Sung-Ryong,South Korea,29,6' 2",187,South Korea,Inactive,No Twitter
16,M,Ki Sung-Yeung,South Korea,26,6' 1",174,South Korea,Inactive,No Twitter
15,D,Toni Sunjic,Bosnia-Herzegovina,26,6' 3",,Bosnia and Herzegovina,Inactive,No Twitter
14,M,Tino-Sven Susic,Bosnia-Herzegovina,23,6' 1",170,Bosnia and Herzegovina,Inactive,No Twitter
,GK,Greg Sutton,,37,6' 6",215,Canada,Inactive,gsutz24
,D,Ben Sweat,,23,6' 2",175,USA,Inactive,22BenSweat
,M,Alex Sweetin,,23,5' 9",155,USA,Inactive,ASweetsy_07
6,M,Alam Syamsir,,22,5' 10",170,Indonesia,Inactive,syamsiralam
24,GK,Brian Sylvestre,,22,6' 5",200,USA,Inactive,No Twitter
23,M,Panagiotis Tachtsidis,Greece,24,6' 3",190,Greece,Inactive,No Twitter
4,D,Kwak Tae-Hwi,South Korea,33,6' 1",187,South Korea,Inactive,No Twitter
9,F,Adam Taggart,Australia,21,6',152,Australia,Inactive,No Twitter
19,M,Saphir Taider,Algeria,22,5' 10",160,France,Inactive,No Twitter
6,D/M,Teemu Tainio,,35,5' 9",157,Finland,Inactive,No Twitter
2,D,Joe Tait,,25,6' 1",181,England,Inactive,No Twitter
12,GK,Alfredo Talavera,Mexico,32,6' 2",181,Mexico,Inactive,No Twitter
27,F,Long Tan,,26,6' 1",170,China,Inactive,longtan23
53,D,Terukazu Tanaka,,29,5' 8",150,Japan,Inactive,No Twitter
27,D,Chris Taylor,,25,6' 1",160,USA,Inactive,No Twitter
17,M,Yeltsin Tejeda,Costa Rica,22,5' 10",,Costa Rica,Inactive,No Twitter
14,M,Michael Tetteh,,26,5' 8",155,Ghana,Inactive,mtetteh14
14,M,Andranik Teymourian,Iran,31,5' 11",161,Iran,Inactive,No Twitter
28,D,Ryan Thomas,,25,5' 9",160,USA,Inactive,rpthomas7
3,D,Shavar Thomas,,34,6' 1",195,Jamaica,Inactive,No Twitter
18,M,Michael Thomas,,26,5' 10",170,USA,Inactive,M_Thomas88
,M,Hendry Thomas,,29,5' 11",175,Honduras,Inactive,hendryt6
,F,Chris Thomas,,24,6',191,USA,Inactive,No Twitter
39,GK,Simon Thomas,,24,6' 3",190,Canada,Inactive,Simon_thomas36
,D,Skylar Thomas,,21,6' 4",205,Canada,Inactive,No Twitter
15,M,Wells Thompson,,31,5' 10",156,USA,Inactive,WellsThompson
31,F,Spencer Thompson,,26,6' 1",175,USA,Inactive,No Twitter
22,GK,Zach Thornton,,41,6' 3",230,USA,Inactive,ZThorntonSoccer
8,M,John Thorrington,,35,5' 8",150,South Africa,Inactive,No Twitter
,D,David Tiemstra,,25,6' 2",200,USA,Inactive,No Twitter
13,M,Christian Tiffert,,33,6',174,Germany,Inactive,No Twitter
9,M,Cheick Tiote,Ivory Coast,28,5' 11",68,Ivory Coast,Inactive,No Twitter
7,M,Juan Toja,,29,6' 1",175,Colombia,Inactive,juan_toja
,M,Abu Tommy,,25,6',165,Sierra Leone,Inactive,No Twitter
,F,Jonathan Top,,22,5' 8",160,USA,Inactive,JonathanTop93
15,D,Vasilis Torosidis,Greece,29,6',176,Greece,Inactive,No Twitter
10,M,Roger Torres,,23,5' 5",137,Colombia,Inactive,Rogertorres_20
9,F,Erick Torres,Houston Dynamo,22,5' 11",168,Mexico,Inactive,erickestefano15
9,F,Fernando Torres,Spain,30,6' 1",172,Spain,Inactive,No Twitter
12,GK,Cristopher Toselli,Chile,26,6',165,Chile,Inactive,No Twitter
4,D,Kolo Toure,Ivory Coast,33,5' 11",163,Ivory Coast,Inactive,No Twitter
19,M,Yaya Toure,Ivory Coast,31,6' 3",198,Ivory Coast,Inactive,No Twitter
16,F,Casey Townsend,,25,5' 11",161,USA,Inactive,No Twitter
20,F,Marcus Tracy,,28,6' 1",,USA,Inactive,@MarcusGTracy
10,F,Jacob Trainor,,2015,,,USA,Inactive,No Twitter
,D,Djimi Traoré,,34,6' 3",191,France,Inactive,Djimi_Traore19
14,M,James Troisi,Australia,26,5' 10",172,Australia,Inactive,No Twitter
8,D,Mariano Trujillo,,37,5' 7",150,Mexico,Inactive,No Twitter
25,D,Dylan Tucker-Gangnes,,25,6' 3",190,USA,Inactive,Dylantg6
,F,Andrew Tusaazemajja,,22,5' 6",163,Uganda,Inactive,No Twitter
,F/M,Chris Tweed-Kent,,24,5' 9",160,USA,Inactive,No Twitter
20,F,Taylor Twellman,,34,5' 11",170,USA,Inactive,No Twitter
3,D,Georgios Tzavellas,Greece,27,6',176,Greece,Inactive,No Twitter
6,M,Alexandros Tziolis,Greece,30,6' 2",185,Greece,Inactive,No Twitter
,GK,Alexandros Tzorvas,Greece,32,6' 2",176,Greece,Inactive,No Twitter
,M,Benjamin Ubierna,,23,5' 11",163,,Inactive,No Twitter
,M,Sinisa Ubiparipovic,,31,5' 9",155,Bosnia and Herzegovina,Inactive,SUbiparipovic28
20,F,Michael Uchebo,Nigeria,25,6' 4",187,Nigeria,Inactive,No Twitter
2,D,Atsuto Uchida,Japan,26,5' 9",137,Japan,Inactive,No Twitter
4,D,Michael Umaña,,32,5' 10",161,Costa Rica,Inactive,No Twitter
4,D,Míchael Umaña,Costa Rica,32,6',161,Costa Rica,Inactive,No Twitter
26,F,Brian Umony,,26,5' 8",155,Uganda,Inactive,No Twitter
21,F,Marco Urena,Costa Rica,24,5' 10",,Costa Rica,Inactive,No Twitter
15,M,Kirk Urso,,24,5' 11",175,USA,Inactive,kurso369
3,M,Ejike Uzoenyi,Nigeria,26,5' 6",145,Nigeria,Inactive,No Twitter
6,M,Peter Vagenas,,37,5' 8",157,USA,Inactive,No Twitter
8,M,Mathieu Valbuena,France,30,5' 6",128,France,Inactive,No Twitter
10,M,Carlos Valderrama,,53,5' 9",157,Colombia,Inactive,No Twitter
2,D,Carlos Valdés,Philadelphia Union,29,6',176,Colombia,Inactive,carlosvaldes5
23,D,Carlos Valdés,Colombia,29,6' 1",176,Colombia,Inactive,No Twitter
10,M,Jorge Valdívia,Chile,31,5' 8",156,Venezuela,Inactive,No Twitter
,F,José Adolfo Valencia,,23,6' 1",180,Colombia,Inactive,trencitoval
5,D,John Valencia,,33,6' 4",170,Colombia,Inactive,No Twitter
16,M,Antonio Valencia,Ecuador,29,5' 11",172,Ecuador,Inactive,No Twitter
13,F,Enner Valencia,Ecuador,25,5' 9",163,Ecuador,Inactive,No Twitter
3,D,Zarek Valentin,,23,5' 11",156,USA,Inactive,DubbZV
18,GK,Noel Valladares,Honduras,37,6' 3",176,Honduras,Inactive,No Twitter
15,D,Daniel Van Buyten,Belgium,37,6' 5",209,Belgium,Inactive,No Twitter
,D,Grant Van De Casteele,,23,6' 2",165,USA,Inactive,bigcountryND
9,F,Robin van Persie,Netherlands,31,6',156,Netherlands,Inactive,No Twitter
21,D,Anthony Vanden Borre,Belgium,27,6' 3",172,Congo,Inactive,No Twitter
4,D,Raphaël Varane,France,21,6' 3",187,France,Inactive,No Twitter
18,M,Silvestre Varela,Portugal,30,5' 11",,Portugal,Inactive,No Twitter
17,F,Olman Vargas,,29,6' 2",174,Costa Rica,Inactive,No Twitter
,F,Andres Vargas,,25,5' 6",135,Venezuela,Inactive,No Twitter
11,F,Eduardo Vargas,Chile,25,5' 9",154,Chile,Inactive,No Twitter
12,GK,Camilo Vargas,Colombia,25,6' 1",192,Colombia,Inactive,No Twitter
,N,Martin Vasquez,,51,,,Mexico,Inactive,No Twitter
23,M,Jose Juan Vazquez,Mexico,26,5' 5",150,Mexico,Inactive,No Twitter
23,D,Korey Veeder,,23,5' 11",150,USA,Inactive,No Twitter
23,D,Joaquín Velázquez,,39,5' 10",185,Mexico,Inactive,No Twitter
4,M,Miguel Veloso,Portugal,28,5' 11",174,Portugal,Inactive,No Twitter
,D,Kevin Venegas,,25,5' 10",150,USA,Inactive,No Twitter
,D,Kyle Venter,,23,6' 3",190,USA,Inactive,No Twitter
12,D,Paul Verhaegh,Netherlands,31,5' 10",159,Netherlands,Inactive,No Twitter
3,D,Thomas Vermaelen,Belgium,29,5' 11",165,Belgium,Inactive,No Twitter
,N,Peter Vermes,,48,6' 1",175,USA,Inactive,No Twitter
23,M,Marco Verratti,Italy,22,5' 5",132,Italy,Inactive,No Twitter
5,D,Jan Vertonghen,Belgium,27,6' 2",174,Belgium,Inactive,No Twitter
27,M,David Viana,,23,5' 8",160,France,Inactive,daviiid67
,D/M,Agustín Viana,,31,5' 11",165,USA,Inactive,agustinviana
55,D,Eddy Viator,,32,5' 11",155,Guadeloupe,Inactive,No Twitter
22,GK,Victor,Brazil,32,6' 4",185,Brazil,Inactive,No Twitter
21,D,Domagoj Vida,Croatia,25,6',154,Croatia,Inactive,No Twitter
8,M,Arturo Vidal,Chile,27,5' 11",165,Chile,Inactive,No Twitter
21,M/F,Michael Videira,,29,5' 10",183,USA,Inactive,MikeVideira21
20,M,Dario Vidosic,Australia,27,6' 1",165,Croatia,Inactive,No Twitter
10,M,Vieirinha,Portugal,29,5' 9",,Portugal,Inactive,No Twitter
2,D,Ousmane Viera,Ivory Coast,28,6' 1",,Ivory Coast,Inactive,No Twitter
4,D,Wálter Vílchez,,32,6',178,Peru,Inactive,No Twitter
7,F,David Villa,Spain,33,5' 9",152,Spain,Inactive,No Twitter
11,M,Ricardo Villar,,35,5' 9",163,Brazil,Inactive,profvillar
,GK,Raphael Ville,,25,6' 2",170,France,Inactive,No Twitter
19,M/D,Edin Visca,Bosnia-Herzegovina,25,5' 8",,Bosnia and Herzegovina,Inactive,No Twitter
2,D,Ron Vlaar,Netherlands,30,6' 2",176,Netherlands,Inactive,No Twitter
,F,Christian Volesky,,22,6' 1",175,,Inactive,No Twitter
,D,Mike Volk,,2015,,,,Inactive,No Twitter
5,D,Steve von Bergen,Switzerland,31,6' 1",181,Switzerland,Inactive,No Twitter
22,GK,Michel Vorm,Netherlands,31,6',185,Netherlands,Inactive,No Twitter
6,D,Ognjen Vranjes,Bosnia-Herzegovina,25,6',168,Bosnia and Herzegovina,Inactive,No Twitter
2,D,Avdija Vrsajevic,Bosnia-Herzegovina,28,5' 11",156,Bosnia and Herzegovina,Inactive,No Twitter
2,D/M,Sime Vrsalijko,Croatia,23,5' 11",165,Croatia,Inactive,No Twitter
8,M,Ognjen Vukojevic,Croatia,31,6',168,Croatia,Inactive,No Twitter
32,D,Nemanja Vukovic,,30,6' 2",170,Montenegro,Inactive,No Twitter
24,GK,Jeremy Vuolo,,27,6' 3",196,USA,Inactive,jeremy_vuolo
11,D,Loukas Vyntra,Greece,34,6',168,Czech Republic,Inactive,No Twitter
19,D,Blake Wagner,,27,5' 10",165,USA,Inactive,No Twitter
,D,Nicholas Walker,,25,6' 3",190,Trinidad and Tobago,Inactive,nwalker_34
6,D/M,Anthony Wallace,,26,5' 11",160,USA,Inactive,No Twitter
33,M,Tony Walls,,25,5' 11",185,USA,Inactive,twalls20
20,D,Tim Ward,,27,6',165,USA,Inactive,No Twitter
,M,Grant Ward,,20,5',160,England,Inactive,No Twitter
18,F,Abdul Majeed Waris,Ghana,23,5' 8",156,Ghana,Inactive,No Twitter
16,D,Bobby Warshaw,,26,6',185,USA,Inactive,bwarshaw14
,C,Robert Warzycha,,51,5' 8",160,Poland,Inactive,No Twitter
19,M,Konrad Warzycha,,26,6' 1",190,Poland,Inactive,k_warzycha
,D,Max Wasserman,,25,5' 10",165,United States,Inactive,No Twitter
15,F,Pierre Webo,Cameroon,33,5' 11",172,Cameroon,Inactive,No Twitter
22,GK,Roman Weidenfeller,Germany,34,6' 3",198,Germany,Inactive,No Twitter
11,F,Danny Welbeck,England,24,6' 1",161,England,Inactive,No Twitter
9,F,Emery Welshman,,23,5' 11",180,Canada,Inactive,No Twitter
,D,Danny Wenzel,,24,6',167,USA,Inactive,No Twitter
,M,Ian Westlake,,31,5' 10",160,England,Inactive,No Twitter
,F,Aaron Wheeler,,26,6' 4",197,USA,Inactive,No Twitter
13,F,O'Brian White,,29,6' 1",180,Jamaica,Inactive,No Twitter
15,M,Jeremiah White,,32,5' 9",170,USA,Inactive,No Twitter
,F,Andrew Wiedeman,,25,5' 11",166,USA,Inactive,awiedeman3
,D,Matt Wiet,,24,5' 11",170,USA,Inactive,No Twitter
20,M,Georginio Wijnaldum,Netherlands,24,5' 10",150,Netherlands,Inactive,No Twitter
,M,Cam Wilder,,24,5' 7",145,USA,Inactive,No Twitter
9,M,Christian Wilhelmsson,,35,,,Sweden,Inactive,No Twitter
22,D,Alex Wilkinson,Australia,30,6' 1",187,Australia,Inactive,No Twitter
77,M,Andy Williams,,37,5' 8",171,Canada,Inactive,bommadog
31,D,Dicoy Williams,,28,6' 2",187,Jamaica,Inactive,No Twitter
19,M,Willian,Brazil,26,5' 9",159,Brazil,Inactive,No Twitter
7,M,Jack Wilshere,England,23,5' 7",132,England,Inactive,No Twitter
,GK,Daniel Withrow,,24,6' 1",180,USA,Inactive,Withrow26
30,M,Krystian Witkowski,,24,5' 11",165,USA,Inactive,wowski10
6,M,Axel Witsel,Belgium,26,6',161,Belgium,Inactive,No Twitter
16,F,Josh Wolff,,37,5' 9",160,USA,Inactive,No Twitter
,GK,Andrew Wolverton,,2015,6' 6",222,,Inactive,No Twitter
15,F,John Wolyniec,,38,6' 1",172,USA,Inactive,No Twitter
18,F,Chris Wondolowski,USA,32,6',165,USA,Inactive,No Twitter
21,D,London Woodberry,,23,6' 1",160,USA,Inactive,LondonWoodberry
17,D,O'Brian Woodbine,,27,6',170,Jamaica,Inactive,No Twitter
21,D,Daniel Woolard,,30,5' 10",155,USA,Inactive,Woolard21
,GK,Carl Woszczynski,,26,6' 5",210,USA,Inactive,No Twitter
8,D,Bailey Wright,Australia,22,5' 9",187,Australia,Inactive,No Twitter
22,F,Eric Wynalda,,45,6' 1",172,USA,Inactive,No Twitter
8,M,Xavi,Spain,35,5' 7",150,Spain,Inactive,No Twitter
10,M,Granit Xhaka,Switzerland,22,6' 1",181,Switzerland,Inactive,No Twitter
13,F,Didier Ya Konan,Ivory Coast,30,5' 9",150,Ivory Coast,Inactive,No Twitter
,C,Frank Yallop,,50,,,England,Inactive,No Twitter
98,M,Kohei Yamada,,26,5' 7",143,Japan,Inactive,No Twitter
16,M,Hotaru Yamaguchi,Japan,24,5' 8",141,Japan,Inactive,No Twitter
7,M,Hassan Yebda,Algeria,30,6' 2",170,France,Inactive,No Twitter
,D,DeAndre Yedlin,,21,5' 8",150,USA,Inactive,yedlinny
2,D,DeAndre Yedlin,USA,21,5' 8",150,USA,Inactive,No Twitter
3,D,Mario Yepes,Colombia,39,6' 1",183,Colombia,Inactive,No Twitter
22,D/M,Andrey Yeshchenko,Russia,31,5' 9",152,Russia,Inactive,No Twitter
2,D,Joseph Yobo,Nigeria,34,6' 2",168,Nigeria,Inactive,No Twitter
12,D,Lee Yong,South Korea,28,5' 11",163,South Korea,Inactive,No Twitter
22,D,Maya Yoshida,Japan,26,6' 2",172,Japan,Inactive,No Twitter
5,D,Kim Young-Gwon,South Korea,24,6' 1",163,South Korea,Inactive,No Twitter
19,D,Mikael Yourassowsky,,31,5' 10",165,Belgium,Inactive,No Twitter
4,D,Pablo Zabaleta,Argentina,30,5' 9",154,Argentina,Inactive,No Twitter
,M,Steve Zakuani,,27,6',160,Democratic Republic of the Congo,Inactive,No Twitter
99,D,Luis Zapata,,34,5' 10",170,Colombia,Inactive,luiszapa19
2,D,Cristián Zapata,Colombia,28,6' 2",181,Colombia,Inactive,No Twitter
28,M,Gianluca Zavarise,,28,5' 11",,Canada,Inactive,No Twitter
28,D,Jed Zayner,,30,5' 11",165,USA,Inactive,jedzayner
12,GK,Oliver Zelenika,Croatia,21,6' 3",,Croatia,Inactive,No Twitter
16,GK,Mohamed Zemmamouche,Algeria,29,6' 1",180,Algeria,Inactive,No Twitter
19,M,Monsef Zerka,,33,5' 9",185,France,Inactive,No Twitter
18,M,Yuri Zhirkov,Russia,31,6' 1",165,Russia,Inactive,No Twitter
3,D,Reto Ziegler,Switzerland,29,6',176,Switzerland,Inactive,No Twitter
12,GK,Ron-Robert Zieler,Germany,26,6' 2",183,Germany,Inactive,No Twitter
30,GK,Kyle Zobeck,,25,6' 1",180,USA,Inactive,No Twitter
5,D,Didier Zokora,Ivory Coast,34,5' 10",159,Ivory Coast,Inactive,No Twitter
18,D/M,Camilo Zúñiga,Colombia,29,5' 8",159,Colombia,Inactive,No Twitter
14,F,Edmundo Zura,,31,6',195,Ecuador,Inactive,No Twitter
19,M,Graham Zusi,USA,28,5' 10",160,USA,Inactive,No Twitter
